"dgp","seed","n_test","winner_raw","winner_pen","raw_EFE_full","raw_no_identity","raw_no_epistemic","raw_RI_cost","pen_EFE_full","pen_no_identity","pen_no_epistemic","pen_RI_cost","delta_raw_EFE_minus_noid","delta_pen_EFE_minus_noid"
"EFE_full",105108,440,"EFE_full","EFE_full",-258.308814826137,-311.13120865748,-272.304022453677,-304.984759446376,-267.438976916505,-317.217983384393,-278.39079718059,-311.071534173289,52.8223938313434,49.7790064678873
"EFE_full",105109,440,"EFE_full","EFE_full",-247.171229761639,-303.643791527831,-265.058867503246,-304.984759446376,-256.301391852008,-309.730566254744,-271.145642230158,-311.071534173289,56.4725617661921,53.429174402736
"EFE_full",105110,440,"EFE_full","EFE_full",-240.923098652935,-313.334898743259,-265.670947782294,-304.984759446376,-250.053260743304,-319.421673470171,-271.757722509207,-311.071534173289,72.4118000903232,69.3684127268671
"EFE_full",105111,440,"EFE_full","EFE_full",-254.186872990091,-330.386318314202,-260.601612977926,-304.984759446376,-263.31703508046,-336.473093041115,-266.688387704838,-311.071534173289,76.199445324111,73.1560579606549
"EFE_full",105112,440,"EFE_full","EFE_full",-245.20975242459,-319.669770223105,-253.876832195416,-304.984759446376,-254.339914514958,-325.756544950017,-259.963606922328,-311.071534173289,74.4600177985151,71.416630435059
"EFE_full",105113,440,"EFE_full","EFE_full",-243.268498063999,-309.1892103891,-256.221060707001,-304.984759446376,-252.398660154368,-315.275985116013,-262.307835433913,-311.071534173289,65.920712325101,62.8773249616448
"EFE_full",105114,440,"EFE_full","EFE_full",-227.619899988716,-322.811076317096,-255.9208871404,-304.984759446376,-236.750062079085,-328.897851044009,-262.007661867312,-311.071534173289,95.19117632838,92.1477889649239
"EFE_full",105115,440,"EFE_full","EFE_full",-237.599551303311,-309.81551569153,-263.180127148611,-304.984759446376,-246.729713393679,-315.902290418442,-269.266901875524,-311.071534173289,72.2159643882195,69.1725770247634
"EFE_full",105116,440,"EFE_full","EFE_full",-239.552520110029,-399.278591265709,-257.358403755458,-304.984759446376,-248.682682200398,-405.365365992621,-263.445178482371,-311.071534173289,159.72607115568,156.682683792224
"EFE_full",105117,440,"EFE_full","EFE_full",-229.222349723414,-309.150899693258,-258.752259041204,-304.984759446376,-238.352511813783,-315.237674420171,-264.839033768116,-311.071534173289,79.9285499698441,76.885162606388
